cve,vendor_project,product,vulnerability_name,short_description,date_added,required_action,due_date,in_wild,initial_epss,initial_percentile,initial_date,current_epss,current_percentile,current_date,cvss_v3_base,cvss_v3_severity,cvss_v2_base,epss_delta
CVE-2010-0738,Red Hat,JBoss,Red Hat JBoss Authentication Bypass Vulnerability,"The JMX-Console web application in JBossAs in Red Hat JBoss Enterprise Application Platform performs access control only for the GET and POST methods, which allows remote attackers to send requests to this application's GET handler by using a different method.",2022-05-25,Apply updates per vendor instructions.,2022-06-15,TRUE,0.91288,0.99658,2026-04-20,0.91523,0.99676,2026-04-23,NA,NA,NA,0.0023
CVE-2018-0824,Microsoft,Windows,Microsoft COM for Windows Deserialization of Untrusted Data Vulnerability,Microsoft COM for Windows contains a deserialization of untrusted data vulnerability that allows for privilege escalation and remote code execution via a specially crafted file or script.,2024-08-05,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-08-26,TRUE,0.91517,0.99673,2026-04-20,0.91517,0.99675,2026-04-23,8.8,HIGH,5.1,0
CVE-2018-8581,Microsoft,Exchange Server,Microsoft Exchange Server Privilege Escalation Vulnerability,A privilege escalation vulnerability exists in Microsoft Exchange Server. An attacker who successfully exploited this vulnerability could attempt to impersonate any other user of the Exchange server.,2022-03-03,Apply updates per vendor instructions.,2022-03-17,TRUE,0.91499,0.99673,2026-04-20,0.91499,0.99674,2026-04-23,NA,NA,NA,0
CVE-2022-26923,Microsoft,Active Directory,Microsoft Active Directory Domain Services Privilege Escalation Vulnerability,"An authenticated user could manipulate attributes on computer accounts they own or manage, and acquire a certificate from Active Directory Certificate Services that would allow for privilege escalation to SYSTEM.",2022-08-18,Apply updates per vendor instructions.,2022-09-08,TRUE,0.91441,0.99668,2026-04-20,0.91441,0.9967,2026-04-23,NA,NA,NA,0
CVE-2012-4792,Microsoft,Internet Explorer,Microsoft Internet Explorer Use-After-Free Vulnerability,"Microsoft Internet Explorer contains a use-after-free vulnerability that allows a remote attacker to execute arbitrary code via a crafted web site that triggers access to an object that (1) was not properly allocated or (2) is deleted, as demonstrated by a CDwnBindInfo object.",2024-07-23,The impacted product is end-of-life and should be disconnected if still in use.,2024-08-13,TRUE,0.91429,0.99668,2026-04-20,0.91429,0.9967,2026-04-23,NA,NA,NA,0
CVE-2024-8190,Ivanti,Cloud Services Appliance,Ivanti Cloud Services Appliance OS Command Injection Vulnerability,Ivanti Cloud Services Appliance (CSA) contains an OS command injection vulnerability in the administrative console which can allow an authenticated attacker with application admin privileges to pass commands to the underlying OS.,2024-09-13,"As Ivanti CSA has reached End-of-Life status, users are urged to remove CSA 4.6.x from service or upgrade to the 5.0.x line of supported solutions, as future vulnerabilities on the 4.6.x version of CSA are unlikely to receive future security updates.",2024-10-04,TRUE,0.91405,0.99665,2026-04-20,0.91405,0.99667,2026-04-23,NA,NA,NA,0
CVE-2014-6278,GNU,GNU Bash,GNU Bash OS Command Injection Vulnerability,GNU Bash contains an OS command injection vulnerability which allows remote attackers to execute arbitrary commands via a crafted environment.,2025-10-02,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable. ",2025-10-23,TRUE,0.90105,0.99588,2026-04-20,0.91396,0.99666,2026-04-23,NA,NA,NA,0.0129
CVE-2020-10221,rConfig,rConfig,rConfig OS Command Injection Vulnerability,rConfig lib/ajaxHandlers/ajaxAddTemplate.php contains an OS command injection vulnerability that allows remote attackers to execute OS commands via shell metacharacters in the fileName POST parameter.,2021-11-03,Apply updates per vendor instructions.,2022-05-03,TRUE,0.91391,0.99664,2026-04-20,0.91391,0.99666,2026-04-23,NA,NA,NA,0
CVE-2023-35081,Ivanti,Endpoint Manager Mobile (EPMM),Ivanti Endpoint Manager Mobile (EPMM) Path Traversal Vulnerability,Ivanti Endpoint Manager Mobile (EPMM) contains a path traversal vulnerability that enables an authenticated administrator to perform malicious file writes to the EPMM server. This vulnerability can be used in conjunction with CVE-2023-35078 to bypass authentication and ACLs restrictions (if applicable).,2023-07-31,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2023-08-21,TRUE,0.91371,0.99662,2026-04-20,0.91371,0.99664,2026-04-23,NA,NA,NA,0
CVE-2013-2551,Microsoft,Internet Explorer,Microsoft Internet Explorer Use-After-Free Vulnerability,Use-after-free vulnerability in Microsoft Internet Explorer allows remote attackers to execute remote code via a crafted web site that triggers access to a deleted object.,2022-03-28,Apply updates per vendor instructions.,2022-04-18,TRUE,0.91271,0.99656,2026-04-20,0.91271,0.99659,2026-04-23,NA,NA,NA,0
CVE-2025-4427,Ivanti,Endpoint Manager Mobile (EPMM),Ivanti Endpoint Manager Mobile (EPMM) Authentication Bypass Vulnerability,Ivanti Endpoint Manager Mobile (EPMM) contains an authentication bypass vulnerability in the API component that allows an attacker to access protected resources without proper credentials via crafted API requests. This vulnerability results from an insecure implementation of the Spring Framework open-source library.,2025-05-19,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-06-09,TRUE,0.91261,0.99656,2026-04-20,0.91261,0.99658,2026-04-23,NA,NA,NA,0
CVE-2016-11021,D-Link,DCS-930L Devices,D-Link DCS-930L Devices OS Command Injection Vulnerability,setSystemCommand on D-Link DCS-930L devices allows a remote attacker to execute code via an OS command.,2022-03-25,The impacted product is end-of-life and should be disconnected if still in use.,2022-04-15,TRUE,0.91253,0.99655,2026-04-20,0.91253,0.99658,2026-04-23,7.2,HIGH,9,0
CVE-2009-3129,Microsoft,Excel,Microsoft Excel Featheader Record Memory Corruption Vulnerability,Microsoft Office Excel allows remote attackers to execute arbitrary code via a spreadsheet with a FEATHEADER record containing an invalid cbHdrData size element that affects a pointer offset.,2022-03-03,Apply updates per vendor instructions.,2022-03-24,TRUE,0.91241,0.99655,2026-04-20,0.91241,0.99657,2026-04-23,NA,NA,NA,0
CVE-2024-55956,Cleo,Multiple Products,Cleo Multiple Products Unauthenticated File Upload Vulnerability,"Cleo Harmony, VLTrader, and LexiCom, which are managed file transfer products, contain an unrestricted file upload vulnerability that could allow an unauthenticated user to import and execute arbitrary bash or PowerShell commands on the host system by leveraging the default settings of the Autorun directory.",2024-12-17,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2025-01-07,TRUE,0.9101,0.9964,2026-04-20,0.9122,0.99656,2026-04-23,NA,NA,NA,0.0021
CVE-2016-6366,Cisco,Adaptive Security Appliance (ASA),Cisco Adaptive Security Appliance (ASA) SNMP Buffer Overflow Vulnerability,A buffer overflow vulnerability in the Simple Network Management Protocol (SNMP) code of Cisco ASA software could allow an attacker to cause a reload of the affected system or to remotely execute code.,2022-05-24,Apply updates per vendor instructions.,2022-06-14,TRUE,0.91389,0.99663,2026-04-20,0.91209,0.99655,2026-04-23,NA,NA,NA,-0.0018
CVE-2022-27924,Synacor,Zimbra Collaboration Suite (ZCS),Synacor Zimbra Collaboration Suite (ZCS) Command Injection Vulnerability,Synacor Zimbra Collaboration Suite (ZCS) allows an attacker to inject memcache commands into a targeted instance which causes an overwrite of arbitrary cached entries.,2022-08-04,Apply updates per vendor instructions.,2022-08-25,TRUE,0.91208,0.99653,2026-04-20,0.91208,0.99655,2026-04-23,NA,NA,NA,0
CVE-2022-41082,Microsoft,Exchange Server,Microsoft Exchange Server Remote Code Execution Vulnerability,"Microsoft Exchange Server contains an unspecified vulnerability that allows for authenticated remote code execution. Dubbed ""ProxyNotShell,"" this vulnerability is chainable with CVE-2022-41040 which allows for the remote code execution.",2022-09-30,Apply updates per vendor instructions.,2022-10-21,TRUE,0.9152,0.99674,2026-04-20,0.91182,0.99653,2026-04-23,NA,NA,NA,-0.0034
CVE-2024-42009,Roundcube,Webmail,RoundCube Webmail Cross-Site Scripting Vulnerability,RoundCube Webmail contains a cross-site scripting vulnerability. This vulnerability could allow a remote attacker to steal and send emails of a victim via a crafted e-mail message that abuses a Desanitization issue in message_body() in program/actions/mail/show.php.,2025-06-09,"Apply mitigations per vendor instructions, follow applicable BOD 22-01 guidance for cloud services, or discontinue use of the product if mitigations are unavailable.",2025-06-30,TRUE,0.91411,0.99666,2026-04-20,0.91163,0.99652,2026-04-23,NA,NA,NA,-0.0025
CVE-2021-28799,QNAP,Network Attached Storage (NAS),QNAP NAS Improper Authorization Vulnerability,QNAP NAS running HBS 3 contains an improper authorization vulnerability which can allow remote attackers to log in to a device.,2022-03-31,Apply updates per vendor instructions.,2022-04-21,TRUE,0.91146,0.99649,2026-04-20,0.91146,0.9965,2026-04-23,NA,NA,NA,0
CVE-2020-8218,Pulse Secure,Pulse Connect Secure,Pulse Connect Secure Code Injection Vulnerability,A code injection vulnerability exists in Pulse Connect Secure that allows an attacker to crafted a URI to perform an arbitrary code execution via the admin web interface.,2022-03-07,Apply updates per vendor instructions.,2022-09-07,TRUE,0.91101,0.99647,2026-04-20,0.91101,0.99648,2026-04-23,NA,NA,NA,0
CVE-2019-19356,Netis,WF2419 Devices,Netis WF2419 Devices Remote Code Execution Vulnerability,Netis WF2419 devices contains an unspecified vulnerability that allows an attacker to perform remote code execution as root through the router's web management page.,2021-11-03,Apply updates per vendor instructions.,2022-05-03,TRUE,0.91088,0.99645,2026-04-20,0.91088,0.99647,2026-04-23,NA,NA,NA,0
CVE-2016-10174,NETGEAR,WNR2000v5 Router,NETGEAR WNR2000v5 Router Buffer Overflow Vulnerability,The NETGEAR WNR2000v5 router contains a buffer overflow which can be exploited to achieve remote code execution.,2022-03-25,Apply updates per vendor instructions.,2022-04-15,TRUE,0.91073,0.99643,2026-04-20,0.91073,0.99645,2026-04-23,NA,NA,NA,0
CVE-2016-0752,Rails,Ruby on Rails,Ruby on Rails Directory Traversal Vulnerability,Directory traversal vulnerability in Action View in Ruby on Rails allows remote attackers to read arbitrary files.,2022-03-25,Apply updates per vendor instructions.,2022-04-15,TRUE,0.91051,0.99642,2026-04-20,0.91051,0.99644,2026-04-23,NA,NA,NA,0
CVE-2020-29557,D-Link,DIR-825 R1 Devices,D-Link DIR-825 R1 Devices Buffer Overflow Vulnerability,D-Link DIR-825 R1 devices contain a buffer overflow vulnerability in the web interface that may allow for remote code execution.,2021-11-03,Apply updates per vendor instructions.,2022-05-03,TRUE,0.90353000000000006,0.99604,2026-04-20,0.91033,0.99642,2026-04-23,9.8,CRITICAL,10,0.0068
CVE-2024-5910,Palo Alto Networks,Expedition,Palo Alto Networks Expedition Missing Authentication Vulnerability,"Palo Alto Networks Expedition contains a missing authentication vulnerability that allows an attacker with network access to takeover an Expedition admin account and potentially access configuration secrets, credentials, and other data.",2024-11-07,Apply mitigations per vendor instructions or discontinue use of the product if mitigations are unavailable.,2024-11-28,TRUE,0.91029,0.99641,2026-04-20,0.91029,0.99642,2026-04-23,9.8,CRITICAL,NA,0
CVE-2023-27997,Fortinet,FortiOS and FortiProxy SSL-VPN,Fortinet FortiOS and FortiProxy SSL-VPN Heap-Based Buffer Overflow Vulnerability,"Fortinet FortiOS and FortiProxy SSL-VPN contain a heap-based buffer overflow vulnerability which can allow an unauthenticated, remote attacker to execute code or commands via specifically crafted requests.",2023-06-13,Apply updates per vendor instructions.,2023-07-04,TRUE,0.90319,0.99601,2026-04-20,0.90965,0.9964,2026-04-23,NA,NA,NA,0.0065
CVE-2019-0211,Apache,HTTP Server,Apache HTTP Server Privilege Escalation Vulnerability,"Apache HTTP Server, with MPM event, worker or prefork, code executing in less-privileged child processes or threads (including scripts executed by an in-process scripting interpreter) could execute code with the privileges of the parent process (usually root) by manipulating the scoreboard.",2021-11-03,Apply updates per vendor instructions.,2022-05-03,TRUE,0.90908,0.99635,2026-04-20,0.90908,0.99636,2026-04-23,NA,NA,NA,0
CVE-2017-11826,Microsoft,Office,Microsoft Office Remote Code Execution Vulnerability,A remote code execution vulnerability exists in Microsoft Office software when the software fails to properly handle objects in memory. An attacker who successfully exploited the vulnerability could run arbitrary code in the context of the current user.,2022-03-03,Apply updates per vendor instructions.,2022-03-24,TRUE,0.90815,0.9963,2026-04-20,0.90875,0.99636,2026-04-23,NA,NA,NA,6e-4
CVE-2020-3992,VMware,ESXi,VMware ESXi OpenSLP Use-After-Free Vulnerability,VMware ESXi OpenSLP contains a use-after-free vulnerability that allows an attacker residing in the management network with access to port 427 to perform remote code execution.,2021-11-03,Apply updates per vendor instructions.,2022-05-03,TRUE,0.90872,0.99634,2026-04-20,0.90872,0.99636,2026-04-23,NA,NA,NA,0
CVE-2023-2868,Barracuda Networks,Email Security Gateway (ESG) Appliance,Barracuda Networks ESG Appliance Improper Input Validation Vulnerability,"Barracuda Email Security Gateway (ESG) appliance contains an improper input validation vulnerability of a user-supplied .tar file, leading to remote command injection.",2023-05-26,Apply updates per vendor instructions.,2023-06-16,TRUE,0.90871,0.99633,2026-04-20,0.90797,0.99632,2026-04-23,NA,NA,NA,-7e-4
CVE-2016-0189,Microsoft,Internet Explorer,Microsoft Internet Explorer Memory Corruption Vulnerability,"The Microsoft JScript nd VBScript engines, as used in Internet Explorer and other products, allow attackers to execute remote code or cause a denial of service (memory corruption) via a crafted web site.",2022-03-28,Apply updates per vendor instructions.,2022-04-18,TRUE,0.9078,0.99628,2026-04-20,0.9078,0.9963,2026-04-23,7.5,HIGH,7.6,0
CVE-2020-8816,Pi-hole,AdminLTE,Pi-Hole AdminLTE Remote Code Execution Vulnerability,Pi-hole Web v4.3.2 (aka AdminLTE) allows Remote Code Execution by privileged dashboard users via a crafted DHCP static lease.,2021-12-10,Apply updates per vendor instructions.,2022-06-10,TRUE,0.90775,0.99626,2026-04-20,0.90775,0.99629,2026-04-23,NA,NA,NA,0
CVE-2014-6352,Microsoft,Windows,Microsoft Windows Code Injection Vulnerability,Microsoft Windows allow remote attackers to execute arbitrary code via a crafted OLE object.,2022-02-25,Apply updates per vendor instructions.,2022-08-25,TRUE,0.90729,0.99624,2026-04-20,0.90729,0.99627,2026-04-23,NA,NA,NA,0
